"Sr.","Stock Name","Symbol","Links","% Chg","Price","Volume"
"30","Jyoti CNC Automation Ltd","JYOTICNC","P&F | F.A","-3.08%","899.2","2,56,880"
"226","J.G.Chemicals Ltd","JGCHEM","P&F | F.A","-3.08%","463.7","1,35,722"
"698","Sjvn Limited","SJVN","P&F | F.A","-3.08%","96.17","74,06,014"
"331","Repco Home Finance Limited","REPCOHOME","P&F | F.A","-3.1%","346.7","2,44,732"
"482","Chemcon Speciality Chemicals Ltd","CHEMCON","P&F | F.A","-3.13%","208.66","46,764"
"250","Iifl Holdings Limited","IIFL","P&F | F.A","-3.14%","436.2","6,50,392"
"277","Schloss Bangalore Ltd","THELEELA","P&F | F.A","-3.15%","396.65","4,60,103"
"606","Rain Industries Limited","RAIN","P&F | F.A","-3.17%","136.09","15,07,799"
"104","Sheela Foam Limited","SFL","P&F | F.A","-3.23%","697.45","69,577"
"666","Renaissance Global Ltd","RGL","P&F | F.A","-3.25%","109","1,57,184"
"460","EPL Ltd","EPL","P&F | F.A","-3.27%","224.43","5,04,612"
"75","Zensar Technologies Limited","ZENSARTECH","P&F | F.A","-3.28%","778.2","2,55,845"
"69","Nippon Life India Asset Management Ltd","NAM-INDIA","P&F | F.A","-3.29%","798.5","7,08,296"
"49","Titagarh Rail Systems Ltd","TITAGARH","P&F | F.A","-3.33%","840.35","22,48,859"
"16","Sharda Cropchem Limited","SHARDACROP","P&F | F.A","-3.34%","935","2,35,071"
"568","Gujarat Pipavav Port Limited","GPPL","P&F | F.A","-3.35%","150.99","19,27,534"
"347","Aptus Value Housing Finance India Ltd","APTUS","P&F | F.A","-3.36%","324.8","7,95,490"
"198","Shivalik Bimetal Controls Ltd","SBCL","P&F | F.A","-3.38%","501","46,929"
"391","Signpost India Ltd","SIGNPOST","P&F | F.A","-3.39%","280.36","67,501"
"145","Gallantt Metal Limited","GALLANTT","P&F | F.A","-3.41%","581.45","1,87,196"
"461","Veranda Learning Solutions Ltd","VERANDA","P&F | F.A","-3.41%","223.57","8,71,734"
"595","Diamond Power Infrastructure Ltd","DIACABS","P&F | F.A","-3.42%","139.51","12,41,732"
"611","Aditya Birla Lifestyle Brands Ltd","ABLBL","P&F | F.A","-3.51%","134.02","8,96,748"
"457","Nlc India Limited","NLCINDIA","P&F | F.A","-3.53%","227.7","12,59,592"
"602","Inox Wind Limited","INOXWIND","P&F | F.A","-3.55%","136.99","70,54,036"
"478","Suven Life Sciences Limited","SUVEN","P&F | F.A","-3.58%","211.45","1,34,045"
"582","Vintage Coffee & Beverages Ltd","VINCOFE","P&F | F.A","-3.58%","147.69","9,53,805"
"243","R Systems International Limited","RSYSTEMS","P&F | F.A","-3.67%","448.3","2,65,402"
"604","Dreamfolks Services Ltd","DREAMFOLKS","P&F | F.A","-3.74%","136.58","1,47,721"
"26","Shyam Metalics & Energy Ltd","SHYAMMETL","P&F | F.A","-3.78%","905.9","1,95,299"
"192","HLE Glascoat Ltd","HLEGLAS","P&F | F.A","-3.83%","510","2,40,938"
"440","Northern ARC Capital Ltd","NORTHARC","P&F | F.A","-3.86%","239.59","9,34,025"
"148","Shriram Finance Ltd","SHRIRAMFIN","P&F | F.A","-3.88%","571.65","2,00,25,147"
"360","DMCC Speciality Chemicals Ltd","DMCC","P&F | F.A","-3.95%","311.05","52,255"
"133","J.kumar Infraprojects Limited","JKIL","P&F | F.A","-4.03%","614.5","1,92,902"
"624","Western Carriers (India) Ltd","WCIL","P&F | F.A","-4.04%","123.24","3,33,781"
"629","Sterlite Technologies Limited","STLTECH","P&F | F.A","-4.06%","120.65","16,99,110"
"643","Aarvi Encon Ltd","AARVI","P&F | F.A","-4.06%","116.71","21,789"
"132","Zinka Logistics Solutions Ltd","BLACKBUCK","P&F | F.A","-4.07%","615.6","7,86,409"
"677","Emami Paper Mills Ltd","EMAMIPAP","P&F | F.A","-4.09%","104.07","1,30,142"
"767","Tara Chand Infralogistic Solutions Ltd","TARACHAND","P&F | F.A","-4.14%","69.69","1,35,092"
"678","Southern Petrochemicals Industries Corporation  Limited","SPIC","P&F | F.A","-4.16%","103.8","10,72,982"
"500","Garuda Construction and Engineering Ltd","GARUDA","P&F | F.A","-4.17%","197.28","25,34,535"
"19","Fertilizers And Chemicals Travancore Limited","FACT","P&F | F.A","-4.18%","925.35","3,01,155"
"18","Shankara Building Products","SHANKARA","P&F | F.A","-4.28%","927","1,23,824"
"731","Omaxe Limited","OMAXE","P&F | F.A","-4.32%","84.12","1,63,833"
"508","Prostarm Info Systems Ltd","PROSTARM","P&F | F.A","-4.46%","189.49","10,76,222"
"566","Tolins Tyres Ltd","TOLINS","P&F | F.A","-4.52%","151.55","85,537"
"248","Dr Agarwals Health Care Ltd","AGARWALEYE","P&F | F.A","-4.53%","439.1","15,90,689"
"302","CSB Bank Ltd","CSBBANK","P&F | F.A","-4.53%","371.9","3,91,005"
"183","Medi Assist Healthcare Services Ltd","MEDIASSIST","P&F | F.A","-4.56%","520.45","4,74,166"
"343","Sanghvi Movers Limited","SANGHVIMOV","P&F | F.A","-4.56%","330","4,93,451"
"567","Nelcast Limited","NELCAST","P&F | F.A","-4.57%","151.09","1,25,033"
"562","Cesc Limited","CESC","P&F | F.A","-4.62%","154.17","76,49,335"
"320","Best Agrolife Ltd","BESTAGRO","P&F | F.A","-4.65%","355.95","45,253"
"597","Megasoft Limited","MEGASOFT","P&F | F.A","-4.87%","139","3,02,720"
"335","GNG Electronics Ltd","EBGNG","P&F | F.A","-4.9%","337.85","11,90,216"
"287","Quadrant Future Tek Ltd","QUADFUTURE","P&F | F.A","-4.94%","385.15","2,02,657"
"372","Suraj Estate Developers Ltd","SURAJEST","P&F | F.A","-4.98%","301.45","1,81,065"
"484","Camlin Fine Sciences Limited","CAMLINFINE","P&F | F.A","-5%","208.15","81,975"
"537","Kitex Garments Limited","KITEX","P&F | F.A","-5%","169.56","26,88,120"
"547","Bgr Energy Systems Limited","BGRENERGY","P&F | F.A","-5%","163.64","1,91,758"
"646","Nitco Limited","NITCO","P&F | F.A","-5.06%","116.1","1,40,360"
"253","Poonawalla Fincorp Ltd","POONAWALLA","P&F | F.A","-5.1%","429.6","30,79,415"
"467","Apex Frozen Foods","APEX","P&F | F.A","-5.15%","217.57","2,64,640"
"503","Kross Ltd","KROSS","P&F | F.A","-5.15%","193.5","25,24,185"
"58","Sai Life Sciences Ltd","SAILIFE","P&F | F.A","-5.23%","816.05","26,57,431"
"578","Pakka Ltd","PAKKA","P&F | F.A","-5.25%","148.28","3,61,648"
"321","Brainbees Solutions Ltd","FIRSTCRY","P&F | F.A","-5.33%","355.25","9,39,143"
"747","Aditya Birla Fashion And Retail Limited","ABFRL","P&F | F.A","-5.43%","78.08","1,80,58,814"
"466","Indo Farm Equipment Ltd","INDOFARM","P&F | F.A","-5.46%","219.03","5,40,006"
"599","Vishnu Prakash R Punglia Ltd","VPRPL","P&F | F.A","-5.5%","138.54","13,18,354"
"795","Bigbloc Construction Limited","BIGBLOC","P&F | F.A","-5.7%","54.89","72,588"
"435","IFGL Refractories Ltd","IFGLEXPOR","P&F | F.A","-5.72%","245","54,457"
"523","Sai Silks (Kalamandir) Ltd","KALAMANDIR","P&F | F.A","-6.24%","175.55","6,18,830"
"333","Rallis India Limited","RALLIS","P&F | F.A","-6.76%","341.5","10,38,993"
"140","Adani Total Gas Ltd","ATGL","P&F | F.A","-6.79%","592.55","32,47,580"
