"Sr.","Stock Name","Symbol","Links","% Chg","Price","Volume"
"240","Vardhman Textiles Limited","VTL","P&F | F.A","13.03%","450.2","2,56,66,731"
"763","Elgi Rubber Company Limited","ELGIRUBCO","P&F | F.A","12.73%","71.37","14,01,657"
"576","Reliable Data Services Ltd","RELIABLE","P&F | F.A","9.99%","149.01","6,64,894"
"796","Ola Electric Mobility Ltd","OLAELEC","P&F | F.A","7.91%","54.84","77,94,20,321"
"348","Advanced Enzyme Technologies Limited","ADVENZYMES","P&F | F.A","7.39%","324.15","66,91,820"
"665","Lotus Eye Care Hospital Limited","LOTUSEYE","P&F | F.A","5.5%","109.22","3,22,658"
"375","Thirumalai Chemicals Limited","TIRUMALCHM","P&F | F.A","5.45%","297","6,78,951"
"229","MSTC Ltd","MSTCLTD","P&F | F.A","5.35%","461.85","16,53,985"
"400","NACL Industries Ltd","NACLIND","P&F | F.A","5%","272.2","1,22,711"
"178","Royal Orchid Hotels Limited","ROHLTD","P&F | F.A","4.9%","526.7","15,05,001"
"14","India Shelter Finance Corporation Ltd","INDIASHLTR","P&F | F.A","4.64%","952.1","6,01,940"
"596","RBZ Jewellers Ltd","RBZJEWEL","P&F | F.A","4.56%","139.25","1,76,100"
"327","Crizac Ltd","CRIZAC","P&F | F.A","4.23%","349.7","21,44,290"
"116","Vimta Labs Limited","VIMTALABS","P&F | F.A","4.2%","657.75","11,19,802"
"784","RattanIndia Enterprises Ltd","RTNINDIA","P&F | F.A","4.09%","60.58","8,33,00,812"
"598","Bharat Seats Ltd","BHARATSE","P&F | F.A","3.92%","138.95","1,26,186"
"325","Triveni Engineering & Industries Limited","TRIVENI","P&F | F.A","3.7%","351.75","8,71,621"
"111","Rossell Techsys Ltd","ROSSTECH","P&F | F.A","3.6%","674.7","1,43,083"
"272","Denta Water & Infra Solutions Ltd","DENTA","P&F | F.A","3.56%","409.85","15,19,625"
"674","Tamilnadu Petroproducts Limited","TNPETRO","P&F | F.A","3.56%","105.23","4,80,500"
"47","Aarti Pharmalabs Ltd","AARTIPHARM","P&F | F.A","3.33%","845.95","3,02,708"
"660","Ester Industries Limited","ESTER","P&F | F.A","3.28%","110.81","10,60,499"
"612","JTEKT India Ltd","JTEKTINDIA","P&F | F.A","3%","134.01","2,06,49,003"
"575","Inox Green Energy Services Ltd","INOXGREEN","P&F | F.A","2.8%","149.49","2,61,391"
"631","Remsons Industries Limited","REMSONSIND","P&F | F.A","2.74%","120.17","2,23,935"
"514","Elin Electronics Ltd","ELIN","P&F | F.A","2.7%","183.99","70,438"
"743","Restaurant Brands Asia Ltd","RBA","P&F | F.A","2.65%","79.82","10,68,656"
"744","GHCL Textiles Ltd","GHCLTEXTIL","P&F | F.A","2.61%","79.11","2,00,175"
"707","Rico Auto Industries Limited","RICOAUTO","P&F | F.A","2.6%","90.43","37,92,867"
"383","Puravankara Projects Limited","PURVA","P&F | F.A","2.56%","288","2,60,384"
"661","Edelweiss Financial Services Limited","EDELWEISS","P&F | F.A","2.54%","110.66","3,13,06,464"
"315","Goldiam International Limited","GOLDIAM","P&F | F.A","2.41%","358.8","10,18,718"
"44","Avalon Technologies Ltd","AVALON","P&F | F.A","2.39%","863.85","2,53,913"
"191","Kalyan Jewellers India Ltd","KALYANKJIL","P&F | F.A","2.36%","510.15","73,54,852"
"495","Engineers India Limited","ENGINERSIN","P&F | F.A","2.35%","200.27","42,64,872"
"399","Reliance Infrastructure Limited","RELINFRA","P&F | F.A","2.25%","273.05","10,65,425"
"702","Ganesh Benzoplast Ltd","GANESHBE","P&F | F.A","2.14%","94.46","90,153"
"448","Bajaj Consumer Care Ltd","BAJAJCON","P&F | F.A","2.11%","234.35","14,84,395"
"713","Delta Corp Limited","DELTACORP","P&F | F.A","2.05%","87.99","53,83,030"
"221","Kolte - Patil Developers Limited","KOLTEPATIL","P&F | F.A","2.04%","469.7","3,33,920"
"228","Swan Energy Limited","SWANENERGY","P&F | F.A","1.94%","462.55","19,34,082"
"519","Thomas Cook  (india)  Limited","THOMASCOOK","P&F | F.A","1.92%","177.54","17,33,981"
"92","Westlife Development Ltd","WESTLIFE","P&F | F.A","1.89%","721.5","1,36,814"
"669","Khaitan Chemicals & Fertilizers Ltd","KHAICHEM","P&F | F.A","1.83%","106.8","99,945"
"246","Star Health & Allied Insurance Company Ltd","STARHEALTH","P&F | F.A","1.77%","442.75","6,02,002"
"442","Kansai Nerolac Paints Limited","KANSAINER","P&F | F.A","1.7%","238.04","2,19,353"
"479","Vaibhav Global Limited","VAIBHAVGBL","P&F | F.A","1.7%","211.24","11,28,213"
"338","Gokul Agro Resources Limited","GOKULAGRO","P&F | F.A","1.69%","336","2,21,599"
"342","Moil Limited","MOIL","P&F | F.A","1.68%","330.5","5,18,526"
"345","Baazar Style Retail Ltd","STYLEBAAZA","P&F | F.A","1.67%","325.65","3,93,179"
"265","Vip Industries Limited","VIPIND","P&F | F.A","1.63%","420.25","5,35,114"
"517","Standard Glass Lining Technology Ltd","SGLTL","P&F | F.A","1.6%","181.87","1,81,661"
"543","Lemon Tree Hotels Ltd","LEMONTREE","P&F | F.A","1.58%","167.8","45,50,659"
"708","NDL Ventures Ltd","NDLVENTURE","P&F | F.A","1.56%","90.22","21,451"
"31","Protean eGov Technologies Ltd","PROTEAN","P&F | F.A","1.53%","896.85","28,28,909"
"122","InfoBeans Technologies Ltd","INFOBEAN","P&F | F.A","1.51%","640.6","1,10,142"
"86","Syrma SGS Technology Ltd","SYRMA","P&F | F.A","1.47%","738.6","9,44,962"
"171","Deep Industries Ltd","DEEPINDS","P&F | F.A","1.45%","540","1,89,942"
"65","Jindal Stainless Limited","JSL","P&F | F.A","1.41%","806.45","23,50,371"
"42","Natco Pharma Limited","NATCOPHARM","P&F | F.A","1.39%","867.15","3,49,020"
"147","Ramkrishna Forgings Limited","RKFORGE","P&F | F.A","1.36%","572.8","4,82,141"
"270","Gujarat Mineral Development Corporation Limited","GMDCLTD","P&F | F.A","1.33%","415.1","17,47,065"
"768","B. L. Kashyap And Sons Limited","BLKASHYAP","P&F | F.A","1.31%","69.5","3,16,517"
"125","Marathon Nextgen Realty Limited","MARATHON","P&F | F.A","1.3%","638.55","70,780"
"473","Shipping Corporation Of India Limited","SCI","P&F | F.A","1.29%","213.52","17,11,190"
"516","Aditya Birla Money Limited","BIRLAMONEY","P&F | F.A","1.27%","182.22","1,02,505"
"73","HBL Engineering Ltd","HBLENGINE","P&F | F.A","1.24%","780.9","20,61,033"
"344","NIIT Learning Systems Ltd","NIITMTS","P&F | F.A","1.24%","329.85","79,502"
"101","PSP Projects","PSPPROJECT","P&F | F.A","1.23%","700.05","1,64,591"
"39","Subros Limited","SUBROS","P&F | F.A","1.22%","870.45","86,165"
"68","Mold-tek Packaging Limited","MOLDTKPAC","P&F | F.A","1.21%","798.5","61,735"
"530","Cupid Limited","CUPID","P&F | F.A","1.19%","171.99","28,09,676"
"374","JSW Infrastructure Ltd","JSWINFRA","P&F | F.A","1.18%","300.1","12,78,749"
"738","Motilal Oswal Nasdaq Q 50 ETF","MONQ50","P&F | F.A","1.18%","81.38","1,09,307"
"741","Dolat Algotech Ltd","DOLATALGO","P&F | F.A","1.16%","80.8","3,59,859"
"563","Muthoot Microfin Ltd","MUTHOOTMF","P&F | F.A","1.15%","153.96","1,11,227"
"644","GROWWSLVR","GROWWSLVR","P&F | F.A","1.13%","116.14","96,121"
"424","Sagar Cements Limited","SAGCEM","P&F | F.A","1.12%","255.62","3,13,199"
"419","DCX Systems Ltd","DCXINDIA","P&F | F.A","1.09%","260.15","7,11,570"
"693","DSP Gold ETF","GOLDETFADD","P&F | F.A","1.09%","99.2","4,91,176"
"650","Mirae Asset Silver ETF","SILVRETF","P&F | F.A","1.07%","114.85","1,58,859"
"401","Petronet Lng Limited","PETRONET","P&F | F.A","1.04%","271.6","32,13,713"
"99","Go Fashion (India) Ltd","GOCOLORS","P&F | F.A","1.03%","703.75","50,448"
"185","Gujarat Apollo Industries Limited","GUJAPOLLO","P&F | F.A","1.03%","516.8","3,54,339"
"654","DSP Silver ETF","SILVERADD","P&F | F.A","1.03%","113.47","2,10,045"
"194","Td Power Systems Limited","TDPOWERSYS","P&F | F.A","1.02%","504","4,42,011"
"363","Flair Writing Industries Ltd","FLAIR","P&F | F.A","0.99%","310.1","80,532"
"251","Sandur Manganese & Iron Ores Ltd","SANDUMA","P&F | F.A","0.98%","434","1,93,911"
"410","Indostar Capital Finance Ltd","INDOSTAR","P&F | F.A","0.95%","266.15","2,52,149"
"449","FSN E-Commerce Ventures Ltd","NYKAA","P&F | F.A","0.95%","233.84","74,14,193"
"617","Wonder Electricals Ltd","WEL","P&F | F.A","0.95%","132.44","3,17,896"
"555","Allied Digital Services Limited","ADSL","P&F | F.A","0.93%","158.82","1,74,863"
"639","Aditya Birla Sun Life Silver ETF","SILVER","P&F | F.A","0.93%","117.56","4,44,576"
"13","Brigade Enterprises Limited","BRIGADE","P&F | F.A","0.92%","952.9","2,92,163"
"105","Gokaldas Exports Limited","GOKEX","P&F | F.A","0.91%","695.15","6,87,308"
"129","Tanla Solutions Limited","TANLA","P&F | F.A","0.91%","626.5","8,60,535"
"647","SBI Silver ETF","SBISILVER","P&F | F.A","0.91%","115.6","5,51,459"
"641","ICICI Prudential Silver ETF","SILVERIETF","P&F | F.A","0.89%","117.36","23,03,726"
"317","Diffusion Engineers Ltd","DIFFNKG","P&F | F.A","0.87%","357.7","4,61,580"
"98","Izmo Limited","IZMO","P&F | F.A","0.86%","706.05","17,04,839"
"540","Fusion Micro Finance Ltd","FUSION","P&F | F.A","0.85%","169.43","2,33,356"
"653","UTI Silver ETF","SILVERETF","P&F | F.A","0.84%","114.13","5,05,952"
"456","Parag Milk Foods Limited","PARAGMILK","P&F | F.A","0.82%","230.55","5,03,304"
"655","HDFC Silver ETF","HDFCSILVER","P&F | F.A","0.82%","112.99","10,64,794"
"5","Windlas Biotech Ltd","WINDLAS","P&F | F.A","0.8%","994.2","33,107"
"296","Senco Gold Ltd","SENCO","P&F | F.A","0.8%","377","5,34,184"
"726","Jay Bharat Maruti Limited","JAYBARMARU","P&F | F.A","0.79%","85.02","50,440"
"805","Indo Rama Synthetics (india) Limited","INDORAMA","P&F | F.A","0.79%","50.85","2,54,689"
"213","Saregama India Limited","SAREGAMA","P&F | F.A","0.78%","480.65","1,30,895"
"565","Navneet Education Limited","NAVNETEDUL","P&F | F.A","0.78%","151.92","5,47,314"
"657","Nippon India Silver ETF","SILVERBEES","P&F | F.A","0.78%","112.78","3,21,27,716"
"285","KALPATARU","KALPATARU","P&F | F.A","0.77%","387.3","99,670"
"28","Newgen Software Technologies Ltd","NEWGEN","P&F | F.A","0.76%","902.45","13,96,051"
"497","Jindal Saw Limited","JINDALSAW","P&F | F.A","0.76%","199.68","12,19,680"
"628","Redtape Ltd","REDTAPE","P&F | F.A","0.76%","121.4","1,78,521"
"642","Axis Silver ETF","AXISILVER","P&F | F.A","0.75%","117","1,27,604"
"455","20 Microns Limited","20MICRONS","P&F | F.A","0.73%","230.57","70,930"
"699","National Fertilizers Limited","NFL","P&F | F.A","0.73%","95.61","9,34,985"
"716","ICICI Prudential Gold ETF","GOLDIETF","P&F | F.A","0.73%","87.22","21,33,486"
"718","SBI Gold ETS","SETFGOLD","P&F | F.A","0.73%","86.99","25,37,853"
"142","Banco Products (i) Limited","BANCOINDIA","P&F | F.A","0.72%","587.4","6,13,968"
"446","Redington (india) Limited","REDINGTON","P&F | F.A","0.71%","235.15","12,65,166"
"717","HDFC Gold ETF","HDFCGOLD","P&F | F.A","0.71%","87.09","23,35,852"
"350","PDS Ltd","PDSL","P&F | F.A","0.7%","324","2,05,418"
"694","Mirae Asset Gold ETF","GOLDETF","P&F | F.A","0.7%","99.05","4,60,790"
"729","Nippon India ETF Gold Bees","GOLDBEES","P&F | F.A","0.7%","84.42","1,39,82,686"
"505","New India Assurance Company Ltd","NIACL","P&F | F.A","0.69%","191.84","8,07,433"
"730","Quantum Gold Fund ETF","QGOLDHALF","P&F | F.A","0.69%","84.18","97,017"
"577","Stallion India Fluorochemicals Ltd","STALLION","P&F | F.A","0.68%","148.98","11,85,677"
"727","Kotak Gold ETF","GOLD1","P&F | F.A","0.68%","85.02","11,02,645"
"710","Aditya Birla Sun Life Gold ETF","BSLGOLDETF","P&F | F.A","0.66%","89.63","2,55,866"
"728","Axis Gold ETF","AXISGOLD","P&F | F.A","0.66%","84.91","2,37,845"
"176","Berger Paints (i) Limited","BERGEPAINT","P&F | F.A","0.65%","528.5","12,48,800"
"724","UTI - Gold Exchange Traded Fund","GOLDSHARE","P&F | F.A","0.65%","85.45","3,55,297"
"525","Devyani International Ltd","DEVYANI","P&F | F.A","0.62%","175.17","39,09,692"
"690","Groww Gold ETF","GROWWGOLD","P&F | F.A","0.62%","99.72","1,01,944"
"54","Nelco Limited","NELCO","P&F | F.A","0.6%","818.75","39,183"
"43","Schneider Electric Infrastructure Limited","SCHNEIDER","P&F | F.A","0.58%","865","61,703"
"385","Arvind Limited","ARVIND","P&F | F.A","0.58%","284.65","4,88,981"
"402","Fino Payments Bank Ltd","FINOPB","P&F | F.A","0.56%","271.45","3,03,365"
"680","NTPC Green Energy Ltd","NTPCGREEN","P&F | F.A","0.55%","103.21","33,23,492"
"742","Bluspring Enterprises Ltd","BLUSPRING","P&F | F.A","0.55%","79.94","1,75,612"
"652","Kotak Silver ETF","SILVER1","P&F | F.A","0.54%","114.16","5,87,273"
"177","Skipper Limited","SKIPPER","P&F | F.A","0.53%","527.1","3,61,880"
"640","Edelweiss Silver ETF","ESILVER","P&F | F.A","0.52%","117.4","2,50,288"
"299","Coal India Limited","COALINDIA","P&F | F.A","0.5%","374.3","43,72,269"
"138","Adani Power Limited","ADANIPOWER","P&F | F.A","0.48%","594.95","28,03,843"
"748","Oswal Agro Mills Ltd","OSWALAGRO","P&F | F.A","0.48%","78","1,28,763"
"301","Gopal Snacks Ltd","GOPAL","P&F | F.A","0.47%","372.8","64,970"
"535","D B Realty Limited","DBREALTY","P&F | F.A","0.47%","170.1","7,84,913"
"687","Jamna Auto Industries Limited","JAMNAAUTO","P&F | F.A","0.47%","101.19","28,68,128"
"197","Minda Corporation Limited","MINDACORP","P&F | F.A","0.46%","501.3","1,37,361"
"211","Hariom Pipe Industries Ltd","HARIOMPIPE","P&F | F.A","0.45%","481.4","1,44,636"
"281","Uniparts India Ltd","UNIPARTS","P&F | F.A","0.45%","394.05","30,501"
"800","Shree Rama Multi-tech Limited","SHREERAMA","P&F | F.A","0.42%","52.42","13,77,981"
"492","Motilal Oswal NASDAQ 100 ETF","MON100","P&F | F.A","0.4%","203.29","4,80,905"
"605","Everest Kanto Cylinder Limited","EKC","P&F | F.A","0.38%","136.41","3,77,998"
"679","Sarla Performance Fibers Limited","SARLAPOLY","P&F | F.A","0.38%","103.6","57,045"
"288","The India Cements Limited","INDIACEM","P&F | F.A","0.37%","384.55","7,28,538"
"472","Steel Strips Wheels Limited","SSWL","P&F | F.A","0.36%","214.99","1,30,615"
"217","RHI Magnesita India Ltd","RHIM","P&F | F.A","0.35%","473.9","1,45,330"
"683","Edelweiss Gold ETF","EGOLD","P&F | F.A","0.35%","101.8","1,43,305"
"752","W S Industries (i) Limited","WSI","P&F | F.A","0.35%","76.5","42,333"
"725","Mufin Green Finance Ltd","MUFIN","P&F | F.A","0.34%","85.05","93,258"
"494","Castrol India Limited","CASTROLIND","P&F | F.A","0.33%","201.55","9,35,810"
"216","Igarashi Motors India Limited","IGARASHI","P&F | F.A","0.32%","477.35","25,921"
"462","Artemis Medicare Services Ltd","ARTEMISMED","P&F | F.A","0.28%","222.79","1,38,327"
"721","Hi-Tech Pipes Ltd","HITECH","P&F | F.A","0.28%","86.46","4,67,005"
"209","Elgi Equipments Limited","ELGIEQUIP","P&F | F.A","0.27%","484.6","2,74,876"
"351","Jk Tyre & Industries Limited","JKTYRE","P&F | F.A","0.27%","321.55","2,70,897"
"493","Digitide Solutions Ltd","DIGITIDE","P&F | F.A","0.26%","202.2","1,22,874"
"294","Jk Paper Limited","JKPAPER","P&F | F.A","0.25%","379.25","11,63,848"
"672","Bhansali Engineering Polymers Limited","BEPL","P&F | F.A","0.23%","105.3","2,09,477"
"236","Apollo Tyres Limited","APOLLOTYRE","P&F | F.A","0.22%","457.55","6,09,203"
"810","Vascon Engineers Limited","VASCONEQ","P&F | F.A","0.22%","50.05","5,22,857"
"6","K.p.r. Mill Limited","KPRMILL","P&F | F.A","0.21%","982.1","3,50,210"
"172","Varroc Engineering Ltd","VARROC","P&F | F.A","0.21%","539.95","53,850"
"384","ACME Solar Holdings Ltd","ACMESOLAR","P&F | F.A","0.21%","286.3","17,39,894"
"720","Shriram Properties Ltd","SHRIRAMPPS","P&F | F.A","0.21%","86.52","2,50,111"
"97","Yatharth Hospital & Trauma Care Services Ltd","YATHARTH","P&F | F.A","0.2%","708.5","3,19,190"
"353","Shree Pushkar Chemicals & Fertilisers Limited","SHREEPUSHK","P&F | F.A","0.2%","320.55","1,38,930"
"589","Exicom Tele-Systems Ltd","EXICOM","P&F | F.A","0.2%","143.35","2,30,396"
"364","DDev Plastiks Industries Ltd","DDEVPLSTIK","P&F | F.A","0.19%","310","93,416"
"269","Eveready Industries India Limited","EVEREADY","P&F | F.A","0.16%","418.3","1,44,331"
"34","Reliance Industrial Infrastructure Limited","RIIL","P&F | F.A","0.15%","878.4","74,118"
"71","Bikaji Foods International Ltd","BIKAJI","P&F | F.A","0.11%","794.85","1,90,117"
"74","Quality Power Electrical Equipments Ltd","QPOWER","P&F | F.A","0.1%","779.35","4,01,949"
"557","Mirae Asset NYSE FANG+ ETF","MAFANG","P&F | F.A","0.1%","157.21","98,156"
"701","DSP Nifty Top 10 Equal Weight ETF","TOP10ADD","P&F | F.A","0.1%","94.74","6,84,753"
"789","Jayaswal Neco Industries Limited","JAYNECOIND","P&F | F.A","0.09%","58.87","1,89,37,893"
"175","Container Corporation Of India Limited","CONCOR","P&F | F.A","0.08%","528.85","20,55,711"
"801","Filatex India Limited","FILATEX","P&F | F.A","0.08%","52.15","7,29,006"
"36","Bajaj Finance Limited","BAJFINANCE","P&F | F.A","0.07%","876.85","83,49,192"
"220","Aarti Drugs Limited","AARTIDRUGS","P&F | F.A","0.06%","470.35","1,02,275"
"681","Gujarat Ambuja Exports Limited","GAEL","P&F | F.A","0.05%","102.45","3,07,616"
"778","Mirae Asset S&P 500 Top 50 ETF","MASPTOP50","P&F | F.A","0.05%","64.3","85,686"
"788","Radiant Cash Management Services Ltd","RADIANTCMS","P&F | F.A","0.05%","58.9","1,89,346"
"306","Birlasoft Ltd","BSOFT","P&F | F.A","0.04%","369.75","5,62,914"
"388","Rashi Peripherals Ltd","RPTECH","P&F | F.A","0.04%","282.9","3,52,528"
"167","Lincoln Pharmaceuticals Limited","LINCOLN","P&F | F.A","0.03%","542","40,786"
"373","Pnc Infratech Limited","PNCINFRA","P&F | F.A","0.02%","300.3","1,73,300"
"671","Groww Nifty 1D Rate Liquid ETF","GROWWLIQID","P&F | F.A","0.02%","105.49","2,39,345"
"534","The Karnataka Bank Limited","KTKBANK","P&F | F.A","0.01%","170.2","4,74,322"
"1","Mirae Asset Nifty 1D Rate Liquid ETF","LIQUID","P&F | F.A","0%","999.99","40,284"
"2","Nippon India ETF Liquid BeES","LIQUIDBEES","P&F | F.A","0%","999.99","55,06,871"
"3","ICICI Prudential S&P BSE Liquid Rate ETF","LIQUIDIETF","P&F | F.A","0%","999.99","6,55,975"
"233","Nippon India ETF Hang Seng Bees","HNGSNGBEES","P&F | F.A","0%","460.2","2,85,693"
"664","Zerodha Nifty 1D Rate Liquid ETF","LIQUIDCASE","P&F | F.A","0%","110.15","1,08,26,098"
"27","Carborundum Universal Limited","CARBORUNIV","P&F | F.A","-0.01%","903.2","1,43,428"
"115","Supriya Lifescience Ltd","SUPRIYA","P&F | F.A","-0.02%","657.9","1,36,159"
"257","Madhya Bharat Agro Products Ltd","MBAPL","P&F | F.A","-0.02%","425.75","1,92,960"
"637","Zee Entertainment Enterprises Limited","ZEEL","P&F | F.A","-0.02%","118.21","49,35,382"
"90","Jubilant Ingrevia Ltd","JUBLINGREA","P&F | F.A","-0.05%","727.85","1,71,178"
"60","Salzer Electronics Limited","SALZERELEC","P&F | F.A","-0.07%","815.2","36,915"
"404","Greenpanel Industries Ltd","GREENPANEL","P&F | F.A","-0.07%","270.5","69,538"
"536","Ugro Capital Ltd","UGROCAP","P&F | F.A","-0.08%","169.98","2,87,287"
"433","Ceigall India Ltd","CEIGALL","P&F | F.A","-0.09%","246.67","90,888"
"469","Indiqube Spaces Ltd","INDIQUBE","P&F | F.A","-0.09%","216.95","2,30,896"
"418","Talbros Automotive Components Limited","TALBROAUTO","P&F | F.A","-0.1%","260.4","54,033"
"781","Nippon India ETF 5 Year Gilt","GILT5YBEES","P&F | F.A","-0.1%","62.29","2,71,780"
"59","India Glycols Limited","INDIAGLYCO","P&F | F.A","-0.12%","815.2","1,49,126"
"454","Hindustan Copper Limited","HINDCOPPER","P&F | F.A","-0.12%","230.91","15,41,651"
"249","Faze Three Ltd","FAZE3Q","P&F | F.A","-0.13%","437.8","66,221"
"573","Omax Autos Limited","OMAXAUTO","P&F | F.A","-0.13%","149.81","61,528"
"218","Tilaknagar Industries Limited","TI","P&F | F.A","-0.14%","473.2","9,45,216"
"450","Jagsonpal Pharmaceuticals Limited","JAGSNPHARM","P&F | F.A","-0.15%","233.5","72,813"
"77","HDFC Life Insurance Company Ltd","HDFCLIFE","P&F | F.A","-0.16%","775.35","28,92,613"
"572","Arisinfra Solutions Ltd","ARISINFRA","P&F | F.A","-0.16%","149.82","4,37,803"
"528","Bombay Dyeing & Mfg Company Limited","BOMDYEING","P&F | F.A","-0.17%","173.3","10,67,437"
"135","Jindal Drilling And Industries Limited","JINDRILL","P&F | F.A","-0.18%","608.35","40,646"
"152","P N Gadgil Jewellers Ltd","PNGJL","P&F | F.A","-0.18%","567.05","1,21,681"
"82","Vedant Fashions Ltd","MANYAVAR","P&F | F.A","-0.19%","756.6","78,783"
"37","Welspun Corp Limited","WELCORP","P&F | F.A","-0.21%","872.55","3,21,199"
"390","Surya Roshni Limited","SURYAROSNI","P&F | F.A","-0.21%","280.95","2,46,191"
"532","Gail (india) Limited","GAIL","P&F | F.A","-0.24%","171.22","84,95,627"
"88","Godrej Agrovet Ltd","GODREJAGRO","P&F | F.A","-0.26%","736.1","89,061"
"190","Rategain Travel Technologies Ltd","RATEGAIN","P&F | F.A","-0.26%","511.25","4,69,543"
"349","Crompton Greaves Consumer Electricals Limited","CROMPTON","P&F | F.A","-0.28%","324.05","17,77,977"
"583","Prism Johnson Ltd","PRSMJOHNSN","P&F | F.A","-0.28%","147.45","64,159"
"443","Religare Enterprises Limited","RELIGARE","P&F | F.A","-0.29%","237","33,79,328"
"252","Ather Energy Ltd","ATHERENERG","P&F | F.A","-0.3%","430.2","11,79,714"
"118","Maharashtra Seamless Limited","MAHSEAMLES","P&F | F.A","-0.31%","654.85","74,422"
"254","Aries Agro Limited","ARIES","P&F | F.A","-0.31%","427.45","2,49,990"
"292","Hindustan Petroleum Corporation Limited","HINDPETRO","P&F | F.A","-0.31%","381.75","39,75,225"
"441","ITC Hotels Ltd","ITCHOTELS","P&F | F.A","-0.31%","238.43","22,82,306"
"570","Share India Securities Ltd","SHAREINDIA","P&F | F.A","-0.31%","150.09","2,73,174"
"648","Saurashtra Cement Ltd","SAURASHCEM","P&F | F.A","-0.31%","115.16","97,365"
"542","Marine Electricals (India) Ltd","MARINE","P&F | F.A","-0.33%","167.89","94,648"
"370","Tourism Finance Corporation Of India Limited","TFCILTD","P&F | F.A","-0.34%","303.9","10,10,532"
"439","Apollo Micro Systems Ltd","APOLLO","P&F | F.A","-0.34%","242.47","1,65,74,505"
"451","Oil & Natural Gas Corporation Limited","ONGC","P&F | F.A","-0.34%","233.39","1,38,70,643"
"600","Indian Oil Corporation Limited","IOC","P&F | F.A","-0.34%","138.49","84,20,403"
"696","Electrosteel Castings Limited","ELECTCAST","P&F | F.A","-0.34%","98.47","10,05,670"
"305","Bls International Services Limited","BLS","P&F | F.A","-0.36%","371","20,15,044"
"506","The Federal Bank  Limited","FEDERALBNK","P&F | F.A","-0.36%","191.76","77,46,244"
"627","Sambhv Steel Tubes Ltd","SAMBHV","P&F | F.A","-0.37%","121.5","11,23,681"
"561","Kopran Limited","KOPRAN","P&F | F.A","-0.38%","156.12","69,335"
"770","DSP Nifty PSU Bank ETF","PSUBANKADD","P&F | F.A","-0.38%","68.74","25,934"
"131","Raymond Realty Ltd","RAYMONDREL","P&F | F.A","-0.39%","620.2","1,17,188"
"638","Sammaan Capital Ltd","SAMMAANCAP","P&F | F.A","-0.39%","117.97","58,33,995"
"552","Tamil Nadu Newsprint & Papers Limited","TNPL","P&F | F.A","-0.4%","161.03","2,89,798"
"81","Transrail Lighting Ltd","TRANSRAILL","P&F | F.A","-0.41%","758.3","14,12,395"
"488","Indraprastha Gas Limited","IGL","P&F | F.A","-0.43%","206.68","22,10,268"
"645","Kirloskar Electric Company Limited","KECL","P&F | F.A","-0.44%","116.14","67,498"
"163","Sun Tv Network Limited","SUNTV","P&F | F.A","-0.45%","552.65","1,03,538"
"361","Bharat Petroleum Corporation Limited","BPCL","P&F | F.A","-0.45%","310.7","88,88,324"
"119","Indian Bank","INDIANB","P&F | F.A","-0.47%","652.85","28,44,882"
"689","Themis Medicare Limited","THEMISMED","P&F | F.A","-0.47%","99.81","43,420"
"224","Granules India Limited","GRANULES","P&F | F.A","-0.48%","467.25","63,34,967"
"279","Zaggle Prepaid Ocean Services Ltd","ZAGGLE","P&F | F.A","-0.48%","395","4,62,533"
"518","Gujarat Industries Power Company Limited","GIPCL","P&F | F.A","-0.48%","181.11","1,00,591"
"649","CL Educate","CLEDUCATE","P&F | F.A","-0.48%","114.9","65,545"
"64","Shakti Pumps (india) Limited","SHAKTIPUMP","P&F | F.A","-0.49%","808.8","4,23,578"
"24","Fortis Healthcare Limited","FORTIS","P&F | F.A","-0.5%","911.4","19,82,246"
"412","NIFTYETF","NIFTYETF","P&F | F.A","-0.5%","264.76","1,47,973"
"659","Bajaj Housing Finance Ltd","BAJAJHFL","P&F | F.A","-0.5%","111.77","30,65,953"
"80","The Indian Hotels Company Limited","INDHOTEL","P&F | F.A","-0.51%","765.15","16,93,942"
"808","Onmobile Global Limited","ONMOBILE","P&F | F.A","-0.51%","50.3","4,62,148"
"166","Borosil Renewables Ltd","BORORENEW","P&F | F.A","-0.52%","547.1","3,17,996"
"675","Bharat 22 ETF","ICICIB22","P&F | F.A","-0.53%","104.97","4,01,208"
"352","Monarch Networth Capital Ltd","MONARCH","P&F | F.A","-0.54%","321.25","1,49,723"
"422","Mahindra & Mahindra Financial Services Limited","M&MFIN","P&F | F.A","-0.54%","259.1","17,96,352"
"117","Nava Ltd","NAVA","P&F | F.A","-0.55%","656.2","7,92,573"
"311","Bharat Electronics Limited","BEL","P&F | F.A","-0.55%","363.85","1,22,18,065"
"429","Wipro Limited","WIPRO","P&F | F.A","-0.55%","250.65","58,51,421"
"607","Oriental Hotels Limited","ORIENTHOT","P&F | F.A","-0.55%","135.74","64,078"
"153","Sumitomo Chemical India Ltd","SUMICHEM","P&F | F.A","-0.56%","566.8","1,61,285"
"379","Simplex Infrastructures Limited","SIMPLEXINF","P&F | F.A","-0.56%","293","54,338"
"636","Navkar Corporation Limited","NAVKARCORP","P&F | F.A","-0.56%","118.49","2,38,016"
"289","Usha Martin Limited","USHAMART","P&F | F.A","-0.57%","384.35","4,73,015"
"468","Balmer Lawrie & Company Limited","BALMLAWRIE","P&F | F.A","-0.57%","217.35","2,49,693"
